al›_ma_ko_ullar›;al›_ma_ko_ullar›;;;;;;;al›_ma_ko_ullar›;;al›_ma_ko_ullar›;1;1;9;12;0;0;6;6
aile_sigortas›;aile_sigortas›;;;;;;;aile_sigortas›;;aile_sigortas›;0;0;35;35;0;0;0;0
diyanet_i_leri;diyanet_i_leri;;;;;;;diyanet_i_leri;;;0;0;3;3;0;2;2;1
para_politikas›;para_politikas›;;;;;;;;;para_politikas›;8;7;1;1;1;8;0;0
i_i_sa_l›_›;i_i_sa_l›_›;;;;;;;i_i_sa_l›_›;;;0;0;1;1;1;2;2;2
istihdam_dostu;istihdam_dostu;;;;;;;;;istihdam_dostu;3;2;0;0;0;3;0;0
sosyal_refah;sosyal_refah;;;;sosyal_refah;;;sosyal_refah;sosyal_refah;sosyal_refah;4;3;1;1;0;10;0;0
mesleki_e_itim;mesleki_e_itim;;;;;;;;;mesleki_e_itim;3;6;19;20;4;17;1;1
konya_ovas›;konya_ovas›;;konya_ovas›;;;;;;;konya_ovas›;4;5;0;0;0;0;0;0
millí¬_kÙltÙr;millí¬_kÙltÙr;;;;millí¬_kÙltÙr;;;;millí¬_kÙltÙr;;1;1;0;0;1;6;0;0
d›__politika;d›__politika;;;;;;;;d›__politika;;38;38;44;45;7;20;0;0
orta_asya;orta_asya;;orta_asya;;;;;;orta_asya;;5;5;7;5;0;5;0;0
tÙrkiye_cumhuriyeti;tÙrkiye_cumhuriyeti;;tÙrkiye_cumhuriyeti;;tÙrkiye_cumhuriyeti;;;;tÙrkiye_cumhuriyeti;;5;7;6;5;1;5;0;0
okul__ncesi_e_itim;okul__ncesi_e_itim;;;;;;;okul__ncesi_e_itim;;;6;5;6;6;2;6;0;0
b_lgesel_geli_mi_lik;b_lgesel_geli_mi_lik;;b_lgesel_geli_mi_lik;;;;;;b_lgesel_geli_mi_lik;b_lgesel_geli_mi_lik;2;3;1;1;0;2;0;0
katma_de_erli_Ùretim;katma_de_erli_Ùretim;;;;;;;;;katma_de_erli_Ùretim;0;1;5;4;0;1;0;0
kira_yard›m›;kira_yard›m›;;;;;;;;;kira_yard›m›;0;0;1;1;2;3;0;0
mali_piyasalar;mali_piyasalar;;;;;;;;;mali_piyasalar;5;6;0;0;0;3;0;0
k›z_ocuklar›;k›z_ocuklar›;;;;;;;k›z_ocuklar›;;;7;7;6;7;0;1;0;0
_zÙm_sÙreci;_zÙm_sÙreci;;;;_zÙm_sÙreci;;;;_zÙm_sÙreci;;19;27;0;2;0;3;3;2
vize_muafiyeti;vize_muafiyeti;;vize_muafiyeti;;;;;;vize_muafiyeti;;2;3;0;0;0;0;0;0
ab_Ùlkeleri;ab_Ùlkeleri;;ab_Ùlkeleri;;;;;;ab_Ùlkeleri;;3;3;7;6;0;1;0;0
h›zl›_tren_projesi;h›zl›_tren_projesi;;h›zl›_tren_projesi;;;;;;;h›zl›_tren_projesi;5;7;0;0;0;0;0;0
sosyal_demokrat;sosyal_demokrat;;;;;;;sosyal_demokrat;;;0;0;7;7;0;0;0;0
yeni_tÙrkiye;yeni_tÙrkiye;;;yeni_tÙrkiye;yeni_tÙrkiye;;;yeni_tÙrkiye;yeni_tÙrkiye;yeni_tÙrkiye;30;29;0;0;0;0;0;0
gÙlÙ_kadin;gÙlÙ_kadin;;;;;;;gÙlÙ_kadin;;;0;0;4;2;0;0;0;0
orant›s›z_gÙ;orant›s›z_gÙ;;;orant›s›z_gÙ;orant›s›z_gÙ;;;orant›s›z_gÙ;;;1;1;2;2;0;0;0;0
imar_kanunu;imar_kanunu;;imar_kanunu;imar_kanunu;;;;;;imar_kanunu;1;1;6;6;0;0;0;0
finansal_istikrar;finansal_istikrar;;;;;;;;;finansal_istikrar;2;2;1;1;0;0;0;0
ba_kanl›k_sistemi;ba_kanl›k_sistemi;;;;ba_kanl›k_sistemi;;;;;;8;9;1;1;0;0;3;3
yolsuzlukla_mÙcadele;yolsuzlukla_mÙcadele;;;yolsuzlukla_mÙcadele;;;;;;yolsuzlukla_mÙcadele;9;8;2;2;1;9;0;0
teknoloji_transferi;teknoloji_transferi;;;;;;;;;teknoloji_transferi;3;3;1;1;0;5;0;0
bilimsel_ara_t›rma;bilimsel_ara_t›rma;;;;;;;;;bilimsel_ara_t›rma;1;1;6;5;1;4;0;0
tÙrkiye_afet_mÙdahale;tÙrkiye_afet_mÙdahale;;;;;;;tÙrkiye_afet_mÙdahale;;tÙrkiye_afet_mÙdahale;3;3;0;0;0;0;0;0
kÙrt_sorunu;kÙrt_sorunu;;;;kÙrt_sorunu;;;;kÙrt_sorunu;;0;1;4;12;0;0;3;6
do_a_dostu;do_a_dostu;;;;;;;do_a_dostu;;;0;0;11;8;0;0;0;0
sa_lik_hizmetleri;sa_lik_hizmetleri;;;;;;;sa_lik_hizmetleri;;;0;0;14;9;0;0;0;0
sa_l›k_sigortas›;sa_l›k_sigortas›;;;;;;;sa_l›k_sigortas›;;;8;12;2;4;1;2;0;0
kad›n-erkek_f›rsat_e_itli_i;kad›n-erkek_f›rsat_e_itli_i;;;;;;;kad›n-erkek_f›rsat_e_itli_i;;;2;3;1;1;0;0;0;0
tÙrk_dÙnyas›;tÙrk_dÙnyas›;;;;tÙrk_dÙnyas›;;;;tÙrk_dÙnyas›;;1;1;0;0;2;12;0;0
insan_kaynaklar›;insan_kaynaklar›;;;;;;;;;insan_kaynaklar›;5;4;4;2;1;3;0;0
demir_yolu;demir_yolu;;demir_yolu;;;;;;;demir_yolu;1;1;20;21;1;1;0;0
kalk›nma_ajanslar›;kalk›nma_ajanslar›;;;;;;;;kalk›nma_ajanslar›;kalk›nma_ajanslar›;8;8;5;5;0;0;0;0
entegre_sa_l›k_kampÙsÙ;entegre_sa_l›k_kampÙsÙ;;;;;;;entegre_sa_l›k_kampÙsÙ;;;14;14;0;0;0;0;0;0
uluslararas›_hukuk;uluslararas›_hukuk;;;uluslararas›_hukuk;;;;;uluslararas›_hukuk;;2;2;8;9;2;9;0;0
hukuk_devleti;hukuk_devleti;;;hukuk_devleti;;;;;;;5;4;13;18;3;9;0;0
ya_am_kalitesi;ya_am_kalitesi;;ya_am_kalitesi;;ya_am_kalitesi;;;ya_am_kalitesi;;;6;9;7;6;0;5;0;0
hak_ve__zgÙrlÙkler;hak_ve__zgÙrlÙkler;;hak_ve__zgÙrlÙkler;hak_ve__zgÙrlÙkler;hak_ve__zgÙrlÙkler;;;hak_ve__zgÙrlÙkler;;;16;15;5;9;0;15;4;4
e_it_yurtta_l›k;e_it_yurtta_l›k;;e_it_yurtta_l›k;e_it_yurtta_l›k;e_it_yurtta_l›k;;;e_it_yurtta_l›k;e_it_yurtta_l›k;;0;0;1;4;0;0;6;2
i__birli_i;i__birli_i;;i__birli_i;;i__birli_i;;;i__birli_i;;;0;0;46;57;0;10;0;0
toplu_i__s_zle_mesi;toplu_i__s_zle_mesi;;toplu_i__s_zle_mesi;;;;;toplu_i__s_zle_mesi;;toplu_i__s_zle_mesi;1;1;5;5;0;0;0;0
kredi_garanti_fonu;kredi_garanti_fonu;;kredi_garanti_fonu;;;;;;;kredi_garanti_fonu;3;2;1;1;3;4;0;0
do_u_karadeniz;do_u_karadeniz;;do_u_karadeniz;;;;;;;;6;6;0;0;0;0;0;0
kamu-_zel_i_birli_i;kamu-_zel_i_birli_i;;kamu-_zel_i_birli_i;;;;;;;kamu-_zel_i_birli_i;1;7;0;0;0;1;0;0
organik_tar›m;organik_tar›m;;organik_tar›m;;;;;;;organik_tar›m;2;2;4;4;0;0;0;0
ya_am_boyu___renme;ya_am_boyu___renme;;ya_am_boyu___renme;;;;;ya_am_boyu___renme;;;0;0;3;3;0;1;0;0
pozitif_ayr›mc›l›k;pozitif_ayr›mc›l›k;;pozitif_ayr›mc›l›k;;;;;pozitif_ayr›mc›l›k;;;2;2;2;2;1;1;2;2
asgari_Ùcret;asgari_Ùcret;;asgari_Ùcret;;;;;;;asgari_Ùcret;7;10;13;11;10;16;2;5
sivil_toplum;sivil_toplum;;sivil_toplum;;;;;sivil_toplum;sivil_toplum;;21;27;15;14;2;26;2;1
rekabet_gÙcÙ;rekabet_gÙcÙ;;rekabet_gÙcÙ;;;;;;;rekabet_gÙcÙ;22;21;8;10;3;24;0;0
avrupa_konseyi;avrupa_konseyi;;avrupa_konseyi;avrupa_konseyi;;;;;;;9;9;0;1;0;0;0;0
sosyal_destek;sosyal_destek;;sosyal_destek;;;;;sosyal_destek;;sosyal_destek;12;14;9;7;3;4;4;4
kay›t_d›_›;kay›t_d›_›;;kay›t_d›_›;kay›t_d›_›;;;;;;kay›t_d›_›;26;25;8;10;0;0;1;1
i_sizlikle_mÙcadele;i_sizlikle_mÙcadele;;i_sizlikle_mÙcadele;;;;;;;i_sizlikle_mÙcadele;0;0;2;1;0;2;1;1
hukukun_ÙstÙnlÙ_Ù;hukukun_ÙstÙnlÙ_Ù;;hukukun_ÙstÙnlÙ_Ù;hukukun_ÙstÙnlÙ_Ù;;;;hukukun_ÙstÙnlÙ_Ù;;;6;5;11;10;1;15;1;1
internet_eri_imi;internet_eri_imi;;internet_eri_imi;;;;;;;internet_eri_imi;2;3;0;0;0;1;2;2
milli_birlik;milli_birlik;;milli_birlik;;milli_birlik;;;;milli_birlik;;5;6;0;0;0;8;0;0
h›zl›_tren_hatlar›n›;h›zl›_tren_hatlar›n›;;h›zl›_tren_hatlar›n›;;;;;;;h›zl›_tren_hatlar›n›;0;2;0;0;0;0;0;0
insan_haklar›;insan_haklar›;;insan_haklar›;insan_haklar›;insan_haklar›;;;insan_haklar›;;;9;9;7;6;0;0;0;0
insan_onuruna_yak›_›r;insan_onuruna_yak›_›r;;insan_onuruna_yak›_›r;;insan_onuruna_yak›_›r;;;insan_onuruna_yak›_›r;;;1;1;0;0;0;0;2;1
ocuk_bak›m_hizmetleri;ocuk_bak›m_hizmetleri;;ocuk_bak›m_hizmetleri;;;;;ocuk_bak›m_hizmetleri;;;1;2;0;0;0;0;1;1
;;;;;;;;;;;;;;;;;;
k›rsal_kalk›nma;k›rsal_kalk›nma;;k›rsal_kalk›nma;;;;;;;k›rsal_kalk›nma;11;14;1;1;0;3;0;0
sosyal_devletin;sosyal_devletin;;sosyal_devletin;;;;;sosyal_devletin;;sosyal_devletin;0;0;7;6;0;0;0;0
d›__politikam›z;d›__politikam›z;;d›__politikam›z;;;;;;d›__politikam›z;;3;3;1;3;0;0;0;0
do_u_anadolu;do_u_anadolu;;do_u_anadolu;;do_u_anadolu;;;;do_u_anadolu;;5;4;1;2;0;0;0;0
entegre_sa_l›k_kampÙsÙ;entegre_sa_l›k_kampÙsÙ;;entegre_sa_l›k_kampÙsÙ;;;;;entegre_sa_l›k_kampÙsÙ;;;14;14;0;0;0;0;0;0
_zel_sekt_re;_zel_sekt_re;;_zel_sekt_re;;;;;;;_zel_sekt_re;2;2;3;2;0;1;0;0
kentsel_d_nÙ_Ùmde;kentsel_d_nÙ_Ùmde;;kentsel_d_nÙ_Ùmde;;;;;kentsel_d_nÙ_Ùmde;;;3;3;4;4;0;0;0;0
milli_birlik;milli_birlik;;milli_birlik;;milli_birlik;;;;milli_birlik;;5;6;0;0;0;8;0;0
d›__politikam›z›n;d›__politikam›z›n;;d›__politikam›z›n;;;;;;d›__politikam›z›n;;8;8;1;4;2;3;0;0
hukukun_ÙstÙnlÙ_Ù;hukukun_ÙstÙnlÙ_Ù;;hukukun_ÙstÙnlÙ_Ù;hukukun_ÙstÙnlÙ_Ù;;;;hukukun_ÙstÙnlÙ_Ù;;;2;2;3;2;0;7;1;1
_zel_sekt_rÙn;_zel_sekt_rÙn;;_zel_sekt_rÙn;;;;;;;_zel_sekt_rÙn;13;14;4;5;0;13;0;0
k›dem_tazminat›;k›dem_tazminat›;;k›dem_tazminat›;;;;;k›dem_tazminat›;;k›dem_tazminat›;2;2;1;1;1;2;3;3
b_lgesel_geli_mi_lik;b_lgesel_geli_mi_lik;;b_lgesel_geli_mi_lik;;b_lgesel_geli_mi_lik;;;;b_lgesel_geli_mi_lik;b_lgesel_geli_mi_lik;2;3;1;1;0;2;0;0
mesleki_e_itim;mesleki_e_itim;;mesleki_e_itim;;;;;mesleki_e_itim;;;1;2;12;13;2;9;1;1
sosyal_destek;sosyal_destek;;sosyal_destek;;;;;sosyal_destek;;;10;12;7;5;3;4;2;2
k›z_ocuklar›n›n;k›z_ocuklar›n›n;;k›z_ocuklar›n›n;;;;;k›z_ocuklar›n›n;;;2;1;6;7;0;1;0;0
sa_l›k_hizmeti;sa_l›k_hizmeti;;sa_l›k_hizmeti;;;;;sa_l›k_hizmeti;;;3;4;2;2;0;3;1;2
ter_rle_mÙcadele;ter_rle_mÙcadele;;ter_rle_mÙcadele;;ter_rle_mÙcadele;;;;ter_rle_mÙcadele;;2;2;3;4;2;9;1;1
sa_l›k_hizmetlerinin;sa_l›k_hizmetlerinin;;sa_l›k_hizmetlerinin;;;;;sa_l›k_hizmetlerinin;;;4;4;2;2;1;5;2;2
i__birli_i;i__birli_i;;i__birli_i;;;;;i__birli_i;;;0;0;33;42;0;8;0;0
gÙne__enerjisi;gÙne__enerjisi;;gÙne__enerjisi;;;;;;;gÙne__enerjisi;1;1;3;4;0;1;0;0
yasal_dÙzenlemeler;yasal_dÙzenlemeler;;yasal_dÙzenlemeler;yasal_dÙzenlemeler;yasal_dÙzenlemeler;;;yasal_dÙzenlemeler;;;1;0;20;17;0;1;2;2
demir_yolu;demir_yolu;;demir_yolu;;;;;;;demir_yolu;1;1;16;17;1;1;0;0
do_a_dostu;do_a_dostu;;do_a_dostu;;;;;do_a_dostu;;;0;0;10;7;0;0;0;0
ba_kanl›k_sistemi;ba_kanl›k_sistemi;;ba_kanl›k_sistemi;;ba_kanl›k_sistemi;;;;;;4;4;1;0;0;0;1;2
pozitif_ayr›mc›l›k;pozitif_ayr›mc›l›k;;pozitif_ayr›mc›l›k;;;;;pozitif_ayr›mc›l›k;;;2;2;2;2;1;1;2;2
uluslararas›_hukuk;uluslararas›_hukuk;;uluslararas›_hukuk;uluslararas›_hukuk;;;;;uluslararas›_hukuk;;2;2;4;5;2;6;0;0
hak_ve__zgÙrlÙklerin;hak_ve__zgÙrlÙklerin;;hak_ve__zgÙrlÙklerin;hak_ve__zgÙrlÙklerin;hak_ve__zgÙrlÙklerin;;;hak_ve__zgÙrlÙklerin;;;2;2;1;1;0;5;2;2
sa_l›k_hizmetlerine;sa_l›k_hizmetlerine;;sa_l›k_hizmetlerine;;;;;sa_l›k_hizmetlerine;;;4;4;1;1;0;1;0;0
aile_sigortas›;aile_sigortas›;;aile_sigortas›;;;;;aile_sigortas›;;;0;0;31;31;0;0;0;0
yeni_anayasa;yeni_anayasa;;yeni_anayasa;yeni_anayasa;yeni_anayasa;;;yeni_anayasa;;;14;14;0;0;0;0;0;0
d›__politikay›;d›__politikay›;;d›__politikay›;;;;;;d›__politikay›;;4;3;1;1;0;0;0;0
rekabet_gÙcÙnÙn;rekabet_gÙcÙnÙn;;rekabet_gÙcÙnÙn;;;;;;;;5;4;0;0;0;1;0;0
tÙrk_dÙnyas›;tÙrk_dÙnyas›;;tÙrk_dÙnyas›;;tÙrk_dÙnyas›;;;;tÙrk_dÙnyas›;;1;1;0;0;1;8;0;0
tÙrkiye_cumhuriyeti;tÙrkiye_cumhuriyeti;;tÙrkiye_cumhuriyeti;;tÙrkiye_cumhuriyeti;;;;tÙrkiye_cumhuriyeti;;1;3;4;4;0;3;0;0
sa_lik_hizmetleri;sa_lik_hizmetleri;;sa_lik_hizmetleri;;;;;sa_lik_hizmetleri;;;0;0;14;9;0;0;0;0
sa_l›k_hizmetleri;sa_l›k_hizmetleri;;sa_l›k_hizmetleri;;;;;sa_l›k_hizmetleri;;;3;4;4;2;1;2;1;1
yeni_tÙrkiye;yeni_tÙrkiye;;yeni_tÙrkiye;yeni_tÙrkiye;yeni_tÙrkiye;;;yeni_tÙrkiye;yeni_tÙrkiye;;8;8;0;0;0;0;0;0
b_lgesel_kalk›nma;b_lgesel_kalk›nma;;b_lgesel_kalk›nma;;b_lgesel_kalk›nma;;;;b_lgesel_kalk›nma;b_lgesel_kalk›nma;2;1;5;4;2;4;0;0
orta_do_u;orta_do_u;;orta_do_u;;orta_do_u;;;orta_do_u;orta_do_u;;3;3;3;6;0;0;0;0
yasal_gÙvence;yasal_gÙvence;;yasal_gÙvence;yasal_gÙvence;yasal_gÙvence;;;yasal_gÙvence;;;0;0;9;10;0;0;1;1
_zel_sekt_r;_zel_sekt_r;;_zel_sekt_r;;;;;;;_zel_sekt_r;28;30;3;4;2;16;0;0
kay›t_d›_›;kay›t_d›_›;;kay›t_d›_›;kay›t_d›_›;;;;;;kay›t_d›_›;19;18;4;5;0;0;1;1
yÙksek_h›zl›_tren;yÙksek_h›zl›_tren;;yÙksek_h›zl›_tren;;;;;;;yÙksek_h›zl›_tren;8;9;1;1;0;0;0;0
kentsel_d_nÙ_Ùm;kentsel_d_nÙ_Ùm;;kentsel_d_nÙ_Ùm;;;;;kentsel_d_nÙ_Ùm;;kentsel_d_nÙ_Ùm;16;18;7;6;0;4;2;1
do_al_gaz;do_al_gaz;;do_al_gaz;;;;;do_al_gaz;;;19;18;7;7;2;4;0;0
kuzey_afrika;kuzey_afrika;;kuzey_afrika;;;;;;kuzey_afrika;;4;2;1;1;1;1;0;0
hukuk_devleti;hukuk_devleti;;hukuk_devleti;hukuk_devleti;;;;hukuk_devleti;;;2;2;4;4;2;6;0;0
hak_ve__zgÙrlÙkleri;hak_ve__zgÙrlÙkleri;;hak_ve__zgÙrlÙkleri;hak_ve__zgÙrlÙkleri;hak_ve__zgÙrlÙkleri;;;hak_ve__zgÙrlÙkleri;;;3;2;1;2;0;1;1;1
yasal_dÙzenlemeleri;yasal_dÙzenlemeleri;;yasal_dÙzenlemeleri;yasal_dÙzenlemeleri;yasal_dÙzenlemeleri;;;yasal_dÙzenlemeleri;;;2;4;11;11;0;0;2;1
hak_ve__zgÙrlÙkler;hak_ve__zgÙrlÙkler;;hak_ve__zgÙrlÙkler;hak_ve__zgÙrlÙkler;hak_ve__zgÙrlÙkler;;;hak_ve__zgÙrlÙkler;;;7;6;0;0;0;2;1;1
sosyal_devlet;sosyal_devlet;;sosyal_devlet;;;;;sosyal_devlet;;sosyal_devlet;3;3;6;5;0;0;1;1
kay›t_d›_›l›_›n;kay›t_d›_›l›_›n;;kay›t_d›_›l›_›n;kay›t_d›_›l›_›n;;;;;;kay›t_d›_›l›_›n;4;4;0;1;0;0;0;0
yeni_anayasa,;yeni_anayasa,;;yeni_anayasa,;yeni_anayasa,;yeni_anayasa,;;;yeni_anayasa,;yeni_anayasa,;;9;8;1;1;0;0;0;0
k›z_ocuklar›;k›z_ocuklar›;;k›z_ocuklar›;;;;;k›z_ocuklar›;;;4;5;0;0;0;0;0;0
para_politikas›;para_politikas›;;para_politikas›;;;;;;;para_politikas›;6;5;0;0;1;5;0;0
yeni_tÙrkiyeäó»nin;yeni_tÙrkiyeäó»nin;;yeni_tÙrkiyeäó»nin;yeni_tÙrkiyeäó»nin;yeni_tÙrkiyeäó»nin;;;yeni_tÙrkiyeäó»nin;;yeni_tÙrkiyeäó»nin;9;9;0;0;0;0;0;0
sa_l›k_hizmetlerinden;sa_l›k_hizmetlerinden;;sa_l›k_hizmetlerinden;;;;;sa_l›k_hizmetlerinden;;;3;2;7;8;0;0;1;1
kredi_garanti_fonu;kredi_garanti_fonu;;kredi_garanti_fonu;;;;;;;kredi_garanti_fonu;2;2;0;0;3;4;0;0
bireysel_emeklilik;bireysel_emeklilik;;bireysel_emeklilik;;;;;;;bireysel_emeklilik;6;5;1;1;0;1;0;0
sosyal_refah;sosyal_refah;;sosyal_refah;;;;;sosyal_refah;sosyal_refah;sosyal_refah;1;0;1;1;0;7;0;0
sosyal_gÙvenlik_sistemi;sosyal_gÙvenlik_sistemi;;sosyal_gÙvenlik_sistemi;;;;;sosyal_gÙvenlik_sistemi;;sosyal_gÙvenlik_sistemi;2;2;1;1;0;1;1;1
diyanet_i_leri;diyanet_i_leri;;diyanet_i_leri;;;;;diyanet_i_leri;;;0;0;3;3;0;2;2;1
